,STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE,FIPS,E_TOTPOP,E_PCI,EP_UNEMP,EP_NOHSDP,EP_DISABL,EP_MINRTY,EP_MUNIT,EP_POV
4451,RI,RI: Bristol County (44001),128.0,153.2,140.1,528,Mortality,244416,All Races,Male and Female,All Cancer Sites Combined,2014-2018,198.0,235.3,216.0,44001,48900.0,43617.0,3.5,9.9,10.8,7.7,6.6,7.6
4452,RI,RI: Kent County (44003),493.8,521.3,507.4,5700,Incidence,819544,All Races,Male and Female,All Cancer Sites Combined,2014-2018,677.6,713.8,695.5,44003,163861.0,38039.0,5.4,8.4,15.6,11.0,14.0,8.0
4453,RI,RI: Kent County (44003),163.6,179.2,171.2,2003,Mortality,819544,All Races,Male and Female,All Cancer Sites Combined,2014-2018,233.8,255.3,244.4,44003,163861.0,38039.0,5.4,8.4,15.6,11.0,14.0,8.0
4454,RI,RI: Newport County (44005),442.3,478.3,460.0,2802,Incidence,415273,All Races,Male and Female,All Cancer Sites Combined,2014-2018,650.0,700.2,674.7,44005,83075.0,45442.0,4.6,6.4,12.8,14.2,7.9,8.6
4455,RI,RI: Newport County (44005),141.2,161.2,150.9,969,Mortality,415273,All Races,Male and Female,All Cancer Sites Combined,2014-2018,218.9,248.5,233.3,44005,83075.0,45442.0,4.6,6.4,12.8,14.2,7.9,8.6
4456,RI,RI: Providence County (44007),452.3,466.6,459.4,16859,Incidence,3172420,All Races,Male and Female,All Cancer Sites Combined,2014-2018,523.4,539.5,531.4,44007,634533.0,30356.0,6.8,15.2,13.8,38.5,14.2,16.2
4457,RI,RI: Providence County (44007),154.3,162.5,158.4,6024,Mortality,3172420,All Races,Male and Female,All Cancer Sites Combined,2014-2018,185.1,194.7,189.9,44007,634533.0,30356.0,6.8,15.2,13.8,38.5,14.2,16.2
4458,RI,RI: Unknown (44999),,,,,Incidence,0,All Races,Male and Female,All Cancer Sites Combined,2014-2018,,,,44999,,,,,,,,
4459,RI,RI: Washington County (44009),480.7,512.1,496.2,4381,Incidence,631078,All Races,Male and Female,All Cancer Sites Combined,2014-2018,673.8,715.1,694.2,44009,126242.0,41000.0,6.1,5.9,11.3,8.9,5.4,9.4
4460,RI,RI: Washington County (44009),149.4,166.6,157.8,1445,Mortality,631078,All Races,Male and Female,All Cancer Sites Combined,2014-2018,217.3,241.1,229.0,44009,126242.0,41000.0,6.1,5.9,11.3,8.9,5.4,9.4
4461,SC,SC: Abbeville County (45001),424.7,492.3,457.5,802,Incidence,123402,All Races,Male and Female,All Cancer Sites Combined,2014-2018,605.7,696.5,649.9,45001,24657.0,21185.0,7.6,19.8,20.5,31.2,0.9,22.5
4462,SC,SC: Abbeville County (45001),171.8,213.7,191.7,353,Mortality,123402,All Races,Male and Female,All Cancer Sites Combined,2014-2018,257.0,317.5,286.1,45001,24657.0,21185.0,7.6,19.8,20.5,31.2,0.9,22.5
4463,SC,SC: Aiken County (45003),384.2,408.7,396.3,4398,Incidence,834849,All Races,Male and Female,All Cancer Sites Combined,2014-2018,511.3,542.6,526.8,45003,166926.0,27526.0,7.8,12.7,13.7,33.6,2.9,16.1
4464,SC,SC: Aiken County (45003),159.3,174.9,166.9,1876,Mortality,834849,All Races,Male and Female,All Cancer Sites Combined,2014-2018,214.7,235.1,224.7,45003,166926.0,27526.0,7.8,12.7,13.7,33.6,2.9,16.1
4465,SC,SC: Allendale County (45005),333.9,437.5,382.8,241,Incidence,46134,All Races,Male and Female,All Cancer Sites Combined,2014-2018,458.5,592.7,522.4,45005,9214.0,14744.0,16.4,22.3,23.5,77.8,4.1,26.8
4466,SC,SC: Allendale County (45005),154.9,228.8,188.9,116,Mortality,46134,All Races,Male and Female,All Cancer Sites Combined,2014-2018,207.8,301.6,251.4,45005,9214.0,14744.0,16.4,22.3,23.5,77.8,4.1,26.8
4467,SC,SC: Anderson County (45007),457.7,482.4,469.9,5920,Incidence,979553,All Races,Male and Female,All Cancer Sites Combined,2014-2018,589.1,620.0,604.4,45007,195995.0,25807.0,5.8,15.5,16.1,22.5,4.3,15.2
4468,SC,SC: Anderson County (45007),162.1,176.6,169.2,2181,Mortality,979553,All Races,Male and Female,All Cancer Sites Combined,2014-2018,213.4,232.2,222.7,45007,195995.0,25807.0,5.8,15.5,16.1,22.5,4.3,15.2
4469,SC,SC: Bamberg County (45009),414.5,505.1,458.0,468,Incidence,72969,All Races,Male and Female,All Cancer Sites Combined,2014-2018,584.6,702.2,641.4,45009,14600.0,18873.0,5.8,17.7,20.8,64.3,2.7,25.9
4470,SC,SC: Bamberg County (45009),159.0,215.1,185.2,197,Mortality,72969,All Races,Male and Female,All Cancer Sites Combined,2014-2018,233.6,310.4,270.0,45009,14600.0,18873.0,5.8,17.7,20.8,64.3,2.7,25.9
4471,SC,SC: Barnwell County (45011),373.3,443.9,407.4,571,Incidence,107887,All Races,Male and Female,All Cancer Sites Combined,2014-2018,486.7,574.5,529.3,45011,21577.0,19620.0,8.0,18.9,23.7,49.5,5.2,26.2
4472,SC,SC: Barnwell County (45011),172.0,220.3,195.0,277,Mortality,107887,All Races,Male and Female,All Cancer Sites Combined,2014-2018,227.4,288.8,256.8,45011,21577.0,19620.0,8.0,18.9,23.7,49.5,5.2,26.2
4473,SC,SC: Beaufort County (45013),387.1,409.4,398.1,5890,Incidence,913393,All Races,Male and Female,All Cancer Sites Combined,2014-2018,628.5,661.5,644.8,45013,182658.0,36306.0,5.9,7.1,13.4,32.4,14.0,11.1
4474,SC,SC: Beaufort County (45013),123.6,135.9,129.7,1975,Mortality,913393,All Races,Male and Female,All Cancer Sites Combined,2014-2018,206.8,226.0,216.2,45013,182658.0,36306.0,5.9,7.1,13.4,32.4,14.0,11.1
4475,SC,SC: Berkeley County (45015),431.3,457.1,444.1,4955,Incidence,1045609,All Races,Male and Female,All Cancer Sites Combined,2014-2018,460.8,487.3,473.9,45015,209065.0,28331.0,5.2,11.2,14.1,36.2,6.7,12.2
4476,SC,SC: Berkeley County (45015),156.9,173.2,164.9,1722,Mortality,1045609,All Races,Male and Female,All Cancer Sites Combined,2014-2018,157.0,172.7,164.7,45015,209065.0,28331.0,5.2,11.2,14.1,36.2,6.7,12.2
4477,SC,SC: Calhoun County (45017),395.7,479.6,435.9,485,Incidence,73607,All Races,Male and Female,All Cancer Sites Combined,2014-2018,601.6,720.2,658.9,45017,14713.0,25953.0,6.4,14.3,17.6,46.2,0.2,18.4
4478,SC,SC: Calhoun County (45017),152.1,204.2,176.5,202,Mortality,73607,All Races,Male and Female,All Cancer Sites Combined,2014-2018,237.9,315.0,274.4,45017,14713.0,25953.0,6.4,14.3,17.6,46.2,0.2,18.4
4479,SC,SC: Charleston County (45019),436.6,454.3,445.4,10455,Incidence,1974213,All Races,Male and Female,All Cancer Sites Combined,2014-2018,519.5,539.8,529.6,45019,394708.0,37801.0,4.4,8.5,10.7,35.8,13.2,14.7
4480,SC,SC: Charleston County (45019),149.5,160.0,154.7,3575,Mortality,1974213,All Races,Male and Female,All Cancer Sites Combined,2014-2018,175.2,187.1,181.1,45019,394708.0,37801.0,4.4,8.5,10.7,35.8,13.2,14.7
4481,SC,SC: Cherokee County (45021),457.6,505.4,481.0,1673,Incidence,283528,All Races,Male and Female,All Cancer Sites Combined,2014-2018,562.1,619.0,590.1,45021,56711.0,21432.0,5.9,20.4,17.6,27.1,1.6,20.5
4482,SC,SC: Cherokee County (45021),162.0,190.8,175.9,613,Mortality,283528,All Races,Male and Female,All Cancer Sites Combined,2014-2018,199.4,234.0,216.2,45021,56711.0,21432.0,5.9,20.4,17.6,27.1,1.6,20.5
4483,SC,SC: Chester County (45023),468.3,530.1,498.4,1099,Incidence,161751,All Races,Male and Female,All Cancer Sites Combined,2014-2018,639.9,720.8,679.4,45023,32326.0,21240.0,7.2,17.8,18.8,41.2,0.9,21.1
4484,SC,SC: Chester County (45023),179.9,218.2,198.3,445,Mortality,161751,All Races,Male and Female,All Cancer Sites Combined,2014-2018,250.1,301.9,275.1,45023,32326.0,21240.0,7.2,17.8,18.8,41.2,0.9,21.1
4485,SC,SC: Chesterfield County (45025),430.4,480.6,454.9,1374,Incidence,230258,All Races,Male and Female,All Cancer Sites Combined,2014-2018,565.6,629.1,596.7,45025,46024.0,20676.0,9.4,23.9,17.7,39.4,0.3,22.5
4486,SC,SC: Chesterfield County (45025),166.9,198.6,182.2,553,Mortality,230258,All Races,Male and Female,All Cancer Sites Combined,2014-2018,220.6,261.0,240.2,45025,46024.0,20676.0,9.4,23.9,17.7,39.4,0.3,22.5
4487,SC,SC: Clarendon County (45027),396.7,450.9,423.0,1086,Incidence,170256,All Races,Male and Female,All Cancer Sites Combined,2014-2018,600.5,677.0,637.9,45027,34017.0,20967.0,11.8,20.2,24.3,52.5,1.0,23.4
4488,SC,SC: Clarendon County (45027),153.1,187.2,169.5,435,Mortality,170256,All Races,Male and Female,All Cancer Sites Combined,2014-2018,232.0,280.7,255.5,45027,34017.0,20967.0,11.8,20.2,24.3,52.5,1.0,23.4
4489,SC,SC: Colleton County (45029),468.7,525.9,496.6,1295,Incidence,187777,All Races,Male and Female,All Cancer Sites Combined,2014-2018,652.6,728.3,689.6,45029,37568.0,21003.0,9.1,13.3,13.8,43.5,1.7,21.2
4490,SC,SC: Colleton County (45029),182.0,217.4,199.0,532,Mortality,187777,All Races,Male and Female,All Cancer Sites Combined,2014-2018,259.7,308.4,283.3,45029,37568.0,21003.0,9.1,13.3,13.8,43.5,1.7,21.2
4491,SC,SC: Darlington County (45031),424.3,465.0,444.3,2004,Incidence,336166,All Races,Male and Female,All Cancer Sites Combined,2014-2018,570.3,622.8,596.1,45031,67253.0,21587.0,11.6,17.9,18.8,45.1,1.9,22.3
4492,SC,SC: Darlington County (45031),170.8,197.0,183.5,815,Mortality,336166,All Races,Male and Female,All Cancer Sites Combined,2014-2018,226.1,259.7,242.4,45031,67253.0,21587.0,11.6,17.9,18.8,45.1,1.9,22.3
4493,SC,SC: Dillon County (45033),415.8,478.7,446.4,846,Incidence,154264,All Races,Male and Female,All Cancer Sites Combined,2014-2018,512.1,586.6,548.4,45033,30871.0,16473.0,8.7,25.1,18.3,54.2,0.7,33.8
4494,SC,SC: Dillon County (45033),160.2,200.0,179.2,339,Mortality,154264,All Races,Male and Female,All Cancer Sites Combined,2014-2018,197.0,244.4,219.8,45033,30871.0,16473.0,8.7,25.1,18.3,54.2,0.7,33.8
4495,SC,SC: Dorchester County (45035),442.1,472.1,456.9,3813,Incidence,777436,All Races,Male and Female,All Cancer Sites Combined,2014-2018,475.0,506.3,490.5,45035,155474.0,28704.0,5.8,9.9,12.6,35.6,7.6,12.2
4496,SC,SC: Dorchester County (45035),152.8,171.3,161.8,1282,Mortality,777436,All Races,Male and Female,All Cancer Sites Combined,2014-2018,156.0,174.2,164.9,45035,155474.0,28704.0,5.8,9.9,12.6,35.6,7.6,12.2
4497,SC,SC: Edgefield County (45037),349.3,408.3,377.8,689,Incidence,134028,All Races,Male and Female,All Cancer Sites Combined,2014-2018,476.4,553.9,514.1,45037,26769.0,25410.0,6.6,17.6,16.9,43.5,1.6,15.5
4498,SC,SC: Edgefield County (45037),116.6,151.6,133.1,245,Mortality,134028,All Races,Male and Female,All Cancer Sites Combined,2014-2018,160.6,207.2,182.8,45037,26769.0,25410.0,6.6,17.6,16.9,43.5,1.6,15.5
4499,SC,SC: Fairfield County (45039),399.9,467.3,432.5,732,Incidence,113501,All Races,Male and Female,All Cancer Sites Combined,2014-2018,599.0,693.4,644.9,45039,22712.0,22527.0,7.9,17.5,19.5,62.0,0.9,22.9
4500,SC,SC: Fairfield County (45039),170.2,214.9,191.5,320,Mortality,113501,All Races,Male and Female,All Cancer Sites Combined,2014-2018,251.9,314.6,281.9,45039,22712.0,22527.0,7.9,17.5,19.5,62.0,0.9,22.9
4501,SC,SC: Florence County (45041),445.2,475.0,459.9,3899,Incidence,692861,All Races,Male and Female,All Cancer Sites Combined,2014-2018,545.2,580.7,562.7,45041,138561.0,25149.0,7.8,15.4,15.8,47.8,4.6,19.1
4502,SC,SC: Florence County (45041),156.4,174.4,165.2,1377,Mortality,692861,All Races,Male and Female,All Cancer Sites Combined,2014-2018,188.4,209.5,198.7,45041,138561.0,25149.0,7.8,15.4,15.8,47.8,4.6,19.1
4503,SC,SC: Georgetown County (45043),447.2,489.3,467.8,2352,Incidence,307904,All Races,Male and Female,All Cancer Sites Combined,2014-2018,733.3,795.4,763.9,45043,61605.0,29929.0,8.5,12.9,16.2,36.3,4.6,18.3
4504,SC,SC: Georgetown County (45043),148.2,171.2,159.3,851,Mortality,307904,All Races,Male and Female,All Cancer Sites Combined,2014-2018,258.1,295.6,276.4,45043,61605.0,29929.0,8.5,12.9,16.2,36.3,4.6,18.3
4505,SC,SC: Greenville County (45045),458.5,474.5,466.5,13556,Incidence,2492959,All Races,Male and Female,All Cancer Sites Combined,2014-2018,534.7,553.0,543.8,45045,498402.0,30776.0,4.7,12.2,12.5,31.3,10.7,12.4
4506,SC,SC: Greenville County (45045),146.8,156.0,151.3,4342,Mortality,2492959,All Races,Male and Female,All Cancer Sites Combined,2014-2018,169.0,179.4,174.2,45045,498402.0,30776.0,4.7,12.2,12.5,31.3,10.7,12.4
4507,SC,SC: Greenwood County (45047),416.2,456.2,435.8,1967,Incidence,350913,All Races,Male and Female,All Cancer Sites Combined,2014-2018,536.0,585.9,560.5,45047,70264.0,23945.0,8.3,16.3,16.2,40.2,3.6,22.5
4508,SC,SC: Greenwood County (45047),162.1,186.8,174.1,812,Mortality,350913,All Races,Male and Female,All Cancer Sites Combined,2014-2018,215.8,247.9,231.4,45047,70264.0,23945.0,8.3,16.3,16.2,40.2,3.6,22.5
4509,SC,SC: Hampton County (45049),367.1,439.7,402.1,515,Incidence,99025,All Races,Male and Female,All Cancer Sites Combined,2014-2018,476.1,567.0,520.1,45049,19807.0,17523.0,9.9,17.6,13.4,59.1,0.9,18.7
4510,SC,SC: Hampton County (45049),172.2,222.8,196.2,252,Mortality,99025,All Races,Male and Female,All Cancer Sites Combined,2014-2018,224.0,287.9,254.5,45049,19807.0,17523.0,9.9,17.6,13.4,59.1,0.9,18.7
4511,SC,SC: Horry County (45051),424.2,442.0,433.0,10466,Incidence,1604540,All Races,Male and Female,All Cancer Sites Combined,2014-2018,639.8,664.9,652.3,45051,320915.0,26917.0,6.4,10.2,16.7,22.8,23.4,16.4
4512,SC,SC: Horry County (45051),165.9,177.1,171.4,4083,Mortality,1604540,All Races,Male and Female,All Cancer Sites Combined,2014-2018,246.7,262.4,254.5,45051,320915.0,26917.0,6.4,10.2,16.7,22.8,23.4,16.4
4513,SC,SC: Jasper County (45053),374.9,437.6,405.3,729,Incidence,139899,All Races,Male and Female,All Cancer Sites Combined,2014-2018,483.9,560.3,521.1,45053,27900.0,22406.0,9.1,18.5,15.4,57.8,4.4,20.2
4514,SC,SC: Jasper County (45053),124.0,161.3,141.6,253,Mortality,139899,All Races,Male and Female,All Cancer Sites Combined,2014-2018,159.2,204.6,180.8,45053,27900.0,22406.0,9.1,18.5,15.4,57.8,4.4,20.2
4515,SC,SC: Kershaw County (45055),421.8,463.7,442.3,1867,Incidence,322192,All Races,Male and Female,All Cancer Sites Combined,2014-2018,553.5,606.4,579.5,45055,64361.0,24253.0,6.6,13.5,16.4,31.1,1.0,16.4
4516,SC,SC: Kershaw County (45055),167.2,193.7,180.0,762,Mortality,322192,All Races,Male and Female,All Cancer Sites Combined,2014-2018,220.0,253.9,236.5,45055,64361.0,24253.0,6.6,13.5,16.4,31.1,1.0,16.4
4517,SC,SC: Lancaster County (45057),436.5,471.6,453.8,2823,Incidence,446959,All Races,Male and Female,All Cancer Sites Combined,2014-2018,608.5,655.3,631.6,45057,89546.0,29271.0,6.7,13.6,13.8,29.9,1.5,14.5
4518,SC,SC: Lancaster County (45057),150.2,171.0,160.3,991,Mortality,446959,All Races,Male and Female,All Cancer Sites Combined,2014-2018,208.1,236.0,221.7,45057,89546.0,29271.0,6.7,13.6,13.8,29.9,1.5,14.5
4519,SC,SC: Laurens County (45059),461.0,503.7,481.9,2122,Incidence,333200,All Races,Male and Female,All Cancer Sites Combined,2014-2018,610.0,664.5,636.9,45059,66710.0,21743.0,8.4,19.5,19.9,32.1,1.6,19.9
4520,SC,SC: Laurens County (45059),180.9,207.6,193.9,871,Mortality,333200,All Races,Male and Female,All Cancer Sites Combined,2014-2018,244.3,279.4,261.4,45059,66710.0,21743.0,8.4,19.5,19.9,32.1,1.6,19.9
4521,SC,SC: Lee County (45061),438.4,522.5,479.0,557,Incidence,88334,All Races,Male and Female,All Cancer Sites Combined,2014-2018,579.3,685.2,630.6,45061,17606.0,17544.0,8.5,21.3,21.4,67.7,1.8,25.0
4522,SC,SC: Lee County (45061),191.9,249.0,218.9,253,Mortality,88334,All Races,Male and Female,All Cancer Sites Combined,2014-2018,252.2,324.0,286.4,45061,17606.0,17544.0,8.5,21.3,21.4,67.7,1.8,25.0
4523,SC,SC: Lexington County (45063),438.9,459.8,449.3,7574,Incidence,1430063,All Races,Male and Female,All Cancer Sites Combined,2014-2018,517.8,541.7,529.6,45063,286316.0,30316.0,5.7,10.4,13.5,24.8,5.1,12.7
4524,SC,SC: Lexington County (45063),147.6,159.9,153.7,2557,Mortality,1430063,All Races,Male and Female,All Cancer Sites Combined,2014-2018,171.9,185.9,178.8,45063,286316.0,30316.0,5.7,10.4,13.5,24.8,5.1,12.7
4525,SC,SC: Marion County (45067),448.5,510.9,478.9,1019,Incidence,157833,All Races,Male and Female,All Cancer Sites Combined,2014-2018,606.6,686.5,645.6,45067,31562.0,19992.0,10.1,19.2,18.1,61.4,0.3,24.2
4526,SC,SC: Marion County (45067),153.8,190.8,171.5,372,Mortality,157833,All Races,Male and Female,All Cancer Sites Combined,2014-2018,212.3,260.9,235.7,45067,31562.0,19992.0,10.1,19.2,18.1,61.4,0.3,24.2
4527,SC,SC: Marlboro County (45069),417.9,483.4,449.7,783,Incidence,135684,All Races,Male and Female,All Cancer Sites Combined,2014-2018,537.4,619.0,577.1,45069,27131.0,17034.0,13.0,24.1,21.6,60.8,1.0,26.0
4528,SC,SC: Marlboro County (45069),182.6,227.1,203.9,350,Mortality,135684,All Races,Male and Female,All Cancer Sites Combined,2014-2018,231.6,286.4,258.0,45069,27131.0,17034.0,13.0,24.1,21.6,60.8,1.0,26.0
4529,SC,SC: McCormick County (45065),409.5,510.1,457.1,430,Incidence,47995,All Races,Male and Female,All Cancer Sites Combined,2014-2018,813.2,984.7,895.9,45065,9606.0,24419.0,13.2,18.7,22.3,50.0,0.2,19.1
4530,SC,SC: McCormick County (45065),129.2,184.4,154.1,156,Mortality,47995,All Races,Male and Female,All Cancer Sites Combined,2014-2018,276.0,380.2,325.0,45065,9606.0,24419.0,13.2,18.7,22.3,50.0,0.2,19.1
4531,SC,SC: Newberry County (45071),407.5,461.0,433.6,1116,Incidence,190190,All Races,Male and Female,All Cancer Sites Combined,2014-2018,552.9,622.2,586.8,45071,38068.0,23344.0,7.2,19.0,14.7,40.1,2.8,18.7
4532,SC,SC: Newberry County (45071),167.0,201.4,183.5,477,Mortality,190190,All Races,Male and Female,All Cancer Sites Combined,2014-2018,228.8,274.4,250.8,45071,38068.0,23344.0,7.2,19.0,14.7,40.1,2.8,18.7
4533,SC,SC: Oconee County (45073),441.4,478.8,459.8,2667,Incidence,383312,All Races,Male and Female,All Cancer Sites Combined,2014-2018,669.6,722.7,695.8,45073,76696.0,28076.0,6.4,16.1,21.5,15.4,4.0,18.3
4534,SC,SC: Oconee County (45073),154.7,176.4,165.2,978,Mortality,383312,All Races,Male and Female,All Cancer Sites Combined,2014-2018,239.4,271.6,255.1,45073,76696.0,28076.0,6.4,16.1,21.5,15.4,4.0,18.3
4535,SC,SC: Orangeburg County (45075),413.8,449.0,431.1,2548,Incidence,442311,All Races,Male and Female,All Cancer Sites Combined,2014-2018,553.9,598.9,576.1,45075,88454.0,19992.0,9.3,14.4,16.1,66.8,1.4,24.2
4536,SC,SC: Orangeburg County (45075),174.7,197.4,185.8,1111,Mortality,442311,All Races,Male and Female,All Cancer Sites Combined,2014-2018,236.6,266.4,251.2,45075,88454.0,19992.0,9.3,14.4,16.1,66.8,1.4,24.2
4537,SC,SC: Pickens County (45077),463.5,496.7,479.9,3448,Incidence,613806,All Races,Male and Female,All Cancer Sites Combined,2014-2018,543.1,580.8,561.7,45077,122746.0,24803.0,5.8,15.1,14.8,14.1,8.0,17.5
4538,SC,SC: Pickens County (45077),147.9,166.5,157.0,1156,Mortality,613806,All Races,Male and Female,All Cancer Sites Combined,2014-2018,177.6,199.5,188.3,45077,122746.0,24803.0,5.8,15.1,14.8,14.1,8.0,17.5
4539,SC,SC: Richland County (45079),429.0,447.8,438.3,8894,Incidence,2041359,All Races,Male and Female,All Cancer Sites Combined,2014-2018,426.7,444.8,435.7,45079,408263.0,29010.0,6.8,8.9,13.2,57.2,13.8,16.3
4540,SC,SC: Richland County (45079),164.2,176.2,170.1,3287,Mortality,2041359,All Races,Male and Female,All Cancer Sites Combined,2014-2018,155.6,166.6,161.0,45079,408263.0,29010.0,6.8,8.9,13.2,57.2,13.8,16.3
4541,SC,SC: Saluda County (45081),392.2,465.2,427.5,586,Incidence,101113,All Races,Male and Female,All Cancer Sites Combined,2014-2018,533.6,628.4,579.5,45081,20299.0,22174.0,6.0,20.8,14.4,42.1,0.1,16.2
4542,SC,SC: Saluda County (45081),145.9,189.4,166.5,245,Mortality,101113,All Races,Male and Female,All Cancer Sites Combined,2014-2018,212.9,274.6,242.3,45081,20299.0,22174.0,6.0,20.8,14.4,42.1,0.1,16.2
4543,SC,SC: Spartanburg County (45083),462.1,482.6,472.3,8571,Incidence,1511283,All Races,Male and Female,All Cancer Sites Combined,2014-2018,555.2,579.3,567.1,45083,302195.0,26072.0,5.7,14.7,15.1,31.4,5.6,14.8
4544,SC,SC: Spartanburg County (45083),166.4,178.7,172.5,3129,Mortality,1511283,All Races,Male and Female,All Cancer Sites Combined,2014-2018,199.9,214.4,207.0,45083,302195.0,26072.0,5.7,14.7,15.1,31.4,5.6,14.8
4545,SC,SC: Sumter County (45085),460.5,495.6,477.8,3012,Incidence,534729,All Races,Male and Female,All Cancer Sites Combined,2014-2018,543.3,583.8,563.3,45085,106995.0,22272.0,10.6,16.4,19.4,54.6,4.0,20.3
4546,SC,SC: Sumter County (45085),177.9,199.8,188.6,1201,Mortality,534729,All Races,Male and Female,All Cancer Sites Combined,2014-2018,212.1,237.7,224.6,45085,106995.0,22272.0,10.6,16.4,19.4,54.6,4.0,20.3
4547,SC,SC: Union County (45087),485.2,552.2,517.8,1020,Incidence,138056,All Races,Male and Female,All Cancer Sites Combined,2014-2018,694.2,785.6,738.8,45087,27644.0,22372.0,7.5,18.6,20.3,35.2,1.3,21.7
4548,SC,SC: Union County (45087),172.6,213.0,191.9,381,Mortality,138056,All Races,Male and Female,All Cancer Sites Combined,2014-2018,249.0,305.1,276.0,45087,27644.0,22372.0,7.5,18.6,20.3,35.2,1.3,21.7
4549,SC,SC: Unknown (45999),,,,147,Incidence,0,All Races,Male and Female,All Cancer Sites Combined,2014-2018,,,,45999,,,,,,,,
4550,SC,SC: Williamsburg County (45089),441.6,502.2,471.1,1049,Incidence,158986,All Races,Male and Female,All Cancer Sites Combined,2014-2018,620.5,701.0,659.8,45089,31794.0,18454.0,7.3,19.3,19.8,68.8,1.1,25.1
4551,SC,SC: Williamsburg County (45089),173.7,211.7,191.9,434,Mortality,158986,All Races,Male and Female,All Cancer Sites Combined,2014-2018,247.9,299.9,273.0,45089,31794.0,18454.0,7.3,19.3,19.8,68.8,1.1,25.1
4552,SC,SC: York County (45091),454.7,477.7,466.1,6715,Incidence,1292860,All Races,Male and Female,All Cancer Sites Combined,2014-2018,507.0,532.0,519.4,45091,258641.0,32227.0,6.0,10.4,10.4,29.2,8.7,11.5
4553,SC,SC: York County (45091),155.7,169.6,162.5,2223,Mortality,1292860,All Races,Male and Female,All Cancer Sites Combined,2014-2018,164.9,179.2,171.9,45091,258641.0,32227.0,6.0,10.4,10.4,29.2,8.7,11.5
4554,SD,SD: Aurora County (46003),448.3,678.4,553.8,107,Incidence,13805,All Races,Male and Female,All Cancer Sites Combined,2014-2018,635.2,936.6,775.1,46003,2759.0,31468.0,1.2,13.2,13.1,11.8,1.4,7.3
4555,SD,SD: Aurora County (46003),108.9,225.0,157.8,35,Mortality,13805,All Races,Male and Female,All Cancer Sites Combined,2014-2018,176.6,352.6,253.5,46003,2759.0,31468.0,1.2,13.2,13.1,11.8,1.4,7.3
4556,SD,SD: Beadle County (46005),440.9,526.4,482.2,549,Incidence,91335,All Races,Male and Female,All Cancer Sites Combined,2014-2018,551.8,653.5,601.1,46005,18374.0,26316.0,1.7,14.7,11.2,22.5,7.5,18.1
4557,SD,SD: Beadle County (46005),148.5,198.0,171.8,210,Mortality,91335,All Races,Male and Female,All Cancer Sites Combined,2014-2018,199.9,263.2,229.9,46005,18374.0,26316.0,1.7,14.7,11.2,22.5,7.5,18.1
4558,SD,SD: Bennett County (46007),296.9,502.1,389.8,64,Incidence,17198,All Races,Male and Female,All Cancer Sites Combined,2014-2018,286.6,475.2,372.1,46007,3437.0,16625.0,11.8,18.0,12.3,66.4,0.2,34.6
4559,SD,SD: Bennett County (46007),141.8,289.2,206.1,35,Mortality,17198,All Races,Male and Female,All Cancer Sites Combined,2014-2018,141.8,283.0,203.5,46007,3437.0,16625.0,11.8,18.0,12.3,66.4,0.2,34.6
4560,SD,SD: Bon Homme County (46009),388.2,515.3,448.1,222,Incidence,34722,All Races,Male and Female,All Cancer Sites Combined,2014-2018,558.0,729.2,639.4,46009,6969.0,23525.0,1.4,12.3,12.6,13.1,4.0,10.9
4561,SD,SD: Bon Homme County (46009),110.9,178.5,141.2,81,Mortality,34722,All Races,Male and Female,All Cancer Sites Combined,2014-2018,185.3,289.9,233.3,46009,6969.0,23525.0,1.4,12.3,12.6,13.1,4.0,10.9
4562,SD,SD: Brookings County (46011),447.7,520.0,482.8,736,Incidence,171177,All Races,Male and Female,All Cancer Sites Combined,2014-2018,399.5,462.2,430.0,46011,34239.0,27968.0,3.5,4.6,9.1,9.5,16.8,15.4
4563,SD,SD: Brookings County (46011),116.9,155.4,135.1,203,Mortality,171177,All Races,Male and Female,All Cancer Sites Combined,2014-2018,102.8,136.1,118.6,46011,34239.0,27968.0,3.5,4.6,9.1,9.5,16.8,15.4
4564,SD,SD: Brown County (46013),444.9,503.3,473.4,1121,Incidence,193990,All Races,Male and Female,All Cancer Sites Combined,2014-2018,544.5,612.7,577.9,46013,38840.0,31977.0,2.2,6.8,11.3,12.3,13.5,12.0
4565,SD,SD: Brown County (46013),140.9,173.5,156.5,398,Mortality,193990,All Races,Male and Female,All Cancer Sites Combined,2014-2018,185.5,226.3,205.2,46013,38840.0,31977.0,2.2,6.8,11.3,12.3,13.5,12.0
4566,SD,SD: Brule County (46015),459.5,625.0,537.2,185,Incidence,26273,All Races,Male and Female,All Cancer Sites Combined,2014-2018,606.3,813.2,704.1,46015,5256.0,28292.0,2.0,12.5,15.7,15.5,7.6,17.8
4567,SD,SD: Brule County (46015),99.2,178.1,133.8,53,Mortality,26273,All Races,Male and Female,All Cancer Sites Combined,2014-2018,151.1,263.9,201.7,46015,5256.0,28292.0,2.0,12.5,15.7,15.5,7.6,17.8
